label,hu_moments
1,"[0.0010161184482321553, 1.0706772190760825e-12, 6.70028910591467e-17, 5.181869563172186e-15, 2.427937826113066e-30, -4.0546285429595595e-21, 1.851502012761774e-30]"
1,"[0.0010153339602529637, 2.8307853949400325e-12, 1.589669222596591e-17, 2.6630660246053602e-14, 1.3207485039393704e-29, -1.3357471462474599e-20, 1.1215671587510716e-29]"
1,"[0.0010229306877410633, 2.7436406147402605e-12, 8.90686990415254e-18, 3.1944712665910904e-15, 5.358023510986847e-31, 5.235494538919351e-21, -5.714891928606332e-32]"
1,"[0.001031359796676349, 3.114590803196199e-12, 9.791914811134386e-18, 4.851726057995418e-15, -1.0028872690539033e-30, -7.086716231130802e-21, 3.354284928842285e-31]"
1,"[0.0010389183112496335, 3.795424670766801e-12, 4.4130503759340314e-17, 7.07779668376517e-15, 1.0479072070841813e-30, 7.92569558996809e-21, 3.81431047427914e-30]"
1,"[0.0010430356583845148, 3.555793979199621e-12, 7.878027822178028e-19, 2.5198079409585147e-15, 1.3542769482982488e-32, 1.173850673574442e-21, 1.1144920504684132e-31]"
1,"[0.0010474173255678545, 4.363526596297505e-12, 2.2530466997088362e-17, 7.027506529139456e-16, 5.153495575914522e-32, 9.845540329356802e-22, 7.18579014647138e-32]"
1,"[0.0010533585191468493, 2.120687659739545e-12, 1.160594430486204e-18, 1.309192917588218e-14, 1.5466514050197223e-30, 4.644118796030557e-21, 4.606212184947479e-31]"
1,"[0.0010610079486520541, 3.162823383916264e-12, 3.5311213394700436e-17, 3.564620152721682e-15, -6.624569044714589e-32, 2.042710998274368e-21, 1.2629308325643607e-30]"
1,"[0.0010135561401513318, 9.697702594683018e-13, 1.9645053596335328e-17, 1.3862052441616852e-15, -1.1400757462158207e-31, -1.2610278202116244e-21, 1.983191293941627e-31]"
1,"[0.00106630773443686, 3.5251230369921284e-12, 6.3473860972189134e-18, 1.2509912550638818e-14, 2.4045302324037166e-30, -7.955206107735933e-21, 2.5777876964505673e-30]"
1,"[0.00106620030290878, 7.877691285330606e-12, 2.910678520054135e-17, 2.6351342280700415e-15, 7.550817722255341e-32, -6.329052698060418e-21, 7.258788575740607e-31]"
1,"[0.0010749424476312296, 8.542860388821595e-12, 4.077850082312122e-17, 3.1174333251796308e-15, -3.59796153095611e-31, -8.08184264876287e-21, 1.0516605481395762e-30]"
1,"[0.0010739101464874229, 1.3212901699603503e-11, 3.058509399157523e-17, 1.104934377354161e-15, -1.7836497233586888e-31, -2.615140401691641e-21, 9.718534697611639e-32]"
1,"[0.001080715741520336, 1.3376832930370457e-11, 7.508795767232558e-17, 5.05593191707575e-16, 5.502549145289853e-32, 1.4094207719457043e-21, -8.171115406663696e-32]"
1,"[0.0010837944410778443, 1.298872251987452e-11, 5.2697390457180775e-17, 5.63418877974226e-16, 6.547730208321972e-32, -1.8725212542978673e-21, -7.16782036998387e-32]"
1,"[0.0010932880273938311, 1.3877562445750267e-11, 5.465945167406935e-17, 4.854933898834629e-15, 2.446044237892259e-30, 1.642363224350302e-20, 5.212423719698012e-31]"
1,"[0.0010923079439265414, 1.5051920224869362e-11, 2.9885590958726764e-17, 3.3385106367548686e-15, 1.0247042636729296e-30, -3.580535432856872e-21, -2.490391236773363e-31]"
1,"[0.0010982584945522624, 1.735136582333704e-11, 7.476844846747821e-17, 3.555702653005456e-15, 6.345896848141709e-31, 1.1755252828705138e-20, -1.720028609318513e-30]"
1,"[0.0011030115407674509, 2.1448118797901977e-11, 9.635124285259662e-17, 7.953437673264191e-15, -2.3820929002603736e-30, 3.0825251135329e-21, -6.542254702069967e-30]"
1,"[0.001013504896600403, 1.3876709119395054e-12, 2.0510093279043268e-17, 1.8214684305995965e-15, 1.595082565965292e-31, -1.2483021968779576e-21, 3.1385209053169204e-31]"
1,"[0.0011059150762182377, 2.328029644965803e-11, 8.993741438777005e-17, 1.578597388957378e-14, -1.8436217576562442e-29, -3.938891670974135e-20, -3.728699642623208e-30]"
1,"[0.0011150236978533165, 1.898965036889811e-11, 1.3226224427111865e-16, 2.3704516244773347e-14, -4.1908688605593936e-29, -6.561553690536252e-20, -2.3131271979277953e-30]"
1,"[0.0011245296440330287, 1.8342009592208923e-11, 1.2061599570374176e-16, 1.694207764148511e-14, -1.8340194750595998e-29, -6.731592552035886e-20, 1.5817303224223725e-29]"
1,"[0.001133082165779883, 1.957655856719257e-11, 1.0866005015057724e-16, 1.984349074712799e-14, 2.795831958608156e-29, 8.770543445448648e-20, 8.207587054977613e-30]"
1,"[0.0011427805795502502, 1.8541941617062168e-11, 4.308649082840292e-17, 2.4783714347051476e-14, -2.308213987313611e-29, -9.230789893955941e-20, 1.1095893994577603e-29]"
1,"[0.0011521538239527927, 1.8678917021289518e-11, 4.366959554197081e-17, 1.179660218230024e-14, 6.709201625338592e-30, -1.6063787427211725e-20, 5.16480323459924e-30]"
1,"[0.0011673367691470457, 1.2775603379881926e-11, 1.263256303774679e-16, 1.4108468827967915e-14, 8.443508715398453e-30, -3.3943769750889464e-20, -1.6836397552165385e-29]"
1,"[0.0011806729794000127, 1.3350656528950937e-11, 1.279811562444918e-16, 8.793712454283914e-15, -3.9905633762965016e-30, -3.0934076832635966e-20, 8.432328682947899e-30]"
1,"[0.0011874678301814147, 9.198506252595706e-12, 4.895454199473587e-16, 2.7931631116830695e-15, 7.323966000234132e-31, 5.438443817417329e-21, -3.1830123571900244e-30]"
1,"[0.0011980876703064271, 9.167920350173516e-12, 2.124003672303395e-16, 2.96338732875724e-14, 2.5496732996322677e-29, 5.693213475180043e-20, -6.983775388723711e-29]"
1,"[0.0010127846723310277, 1.0797021422865916e-12, 5.430621823580991e-18, 1.9473564836477642e-15, 1.6332812677871941e-31, 5.837275164386709e-22, 1.1587821860501606e-31]"
1,"[0.0012075291607937075, 6.3598050385218674e-12, 9.772796363209453e-17, 6.120477775693467e-14, -1.4234694447651639e-28, -9.605211674324042e-20, -4.630214671856652e-29]"
1,"[0.0012167601670610084, 1.8559145997489117e-12, 1.115111599358884e-16, 6.880111707611056e-14, 1.6707980020698558e-28, -9.330704467786173e-20, 9.165647034021571e-29]"
1,"[0.001232575014489905, 8.820502291921142e-13, 1.8842050388521108e-16, 1.91797845430257e-15, -9.577577822892764e-31, -1.7970264610944384e-21, 6.419589013247532e-31]"
1,"[0.0012357241727205131, 3.0010315982845578e-12, 5.673296846184926e-16, 1.4961371712317845e-14, -1.8119714322694666e-29, -2.58188006955786e-20, -3.96441558407663e-29]"
1,"[0.0012499206461112156, 5.73550718961605e-12, 3.7022770422859833e-16, 2.5515161371450745e-15, -1.5368527492670306e-30, 3.924680925284526e-21, -1.946259080732008e-30]"
1,"[0.001246508231037738, 2.8435422512444717e-12, 6.5663179326018235e-18, 3.3617429689168907e-14, 1.537010387352842e-29, 2.7851601366223266e-20, -3.637064544952175e-30]"
1,"[0.0012510776914718552, 4.1224471716365375e-12, 2.0099235542031797e-16, 6.497098159822609e-14, 1.0034052582382399e-28, -2.0866201851691547e-20, -2.122625987742023e-28]"
1,"[0.0012682075777933448, 2.326613723918997e-12, 1.0206608558755508e-16, 1.1203305285257006e-14, -1.1980030502655725e-29, 9.645923251810445e-21, -3.6912091521276423e-32]"
1,"[0.0012714967790649267, 1.6802031659492342e-12, 1.201919596066739e-17, 2.0862261330318117e-14, -7.080532827255732e-32, -4.270967724301938e-22, 1.0446475843736474e-29]"
1,"[0.0012814855062217361, 4.498755977786019e-12, 2.438830276000706e-16, 7.96106303921455e-15, 2.6194945458980605e-30, -1.4975086417325236e-20, -1.0779238087261591e-29]"
1,"[0.00101735836294152, 1.0069212585770629e-12, 3.599932116910479e-18, 8.001344321257476e-15, 6.95875673322224e-31, -7.409310402523361e-21, 1.1661267618129009e-30]"
1,"[0.001288733293488705, 5.128957527663972e-12, 1.619206804281427e-16, 1.2528030273543162e-14, 1.6328141986652875e-29, 3.289578430677381e-21, -7.195511744186893e-30]"
1,"[0.001288482772860199, 1.909321951812611e-12, 5.606080778813905e-16, 2.5624272199179417e-14, 3.057548131806464e-29, 3.363178206226186e-20, -9.218113123257356e-29]"
1,"[0.001304626283089614, 2.883589945827833e-12, 9.506421357871601e-16, 1.0284918232771811e-13, -2.8460277099240064e-28, 8.394795627759933e-20, -9.763386285173484e-28]"
1,"[0.001302545899613177, 3.986555626006826e-13, 3.348923842165608e-16, 1.556469338773453e-13, -1.8047140803150383e-29, 6.52122203600345e-20, -1.1235889927619359e-27]"
1,"[0.0013205908146134227, 8.410697108864633e-13, 2.483845878356157e-16, 1.9520751154666547e-15, 1.3555768871197161e-30, -1.637734723816931e-21, -1.0018963577632808e-31]"
1,"[0.0013113594994872987, 1.340803345411727e-12, 1.5266027063879276e-16, 9.461697831399992e-15, -1.0890129992269229e-29, 1.0570832993489113e-20, -3.273439772895395e-30]"
1,"[0.0013093182402382937, 6.643671776513082e-13, 2.897432621200171e-16, 1.5907503461640444e-13, -1.1311192071590083e-28, -9.349478354121835e-20, 1.0740252619689563e-27]"
1,"[0.0013138463220946951, 3.2086578333979566e-12, 2.4012338232453207e-16, 1.4225451661798424e-14, 2.624510330515079e-29, -2.289720855960787e-20, 1.5622337253899396e-30]"
1,"[0.001313233083597681, 2.051255555098248e-12, 2.873256585786453e-16, 5.231960304088982e-14, -1.9247315799655406e-28, 3.289663298573455e-20, -6.406156193803993e-29]"
1,"[0.0013170315099058304, 1.7383045853463127e-12, 1.5777721879917205e-16, 1.1174785543147217e-14, 1.4236925797518242e-29, -3.811803982697393e-21, 4.181129366531291e-30]"
1,"[0.001013965075856502, 1.5232740534288393e-12, 1.2725963367714062e-18, 6.404251876611608e-15, 5.61670155851165e-31, 5.712531838124159e-21, -1.3709655767351268e-31]"
1,"[0.0013091455289132997, 3.847083397352604e-12, 5.472971892133892e-16, 1.6881329190995248e-14, 5.127869156879455e-29, 2.452324713129166e-20, 1.857136934738902e-30]"
1,"[0.0013135529587514753, 6.273426244204929e-12, 3.4329473775427535e-16, 3.9489920010930734e-14, -9.945064694447491e-29, 8.42697708614951e-20, -1.0606878631477638e-28]"
1,"[0.0013096891925357917, 4.171431588272739e-12, 8.339980575479318e-16, 1.0084005117056763e-14, -2.702088348246673e-29, -1.355071348720482e-20, -1.1183246457639307e-29]"
1,"[0.001307216847342466, 4.591573621960287e-12, 3.444811143250619e-16, 1.7228769417946065e-14, -1.8426130739871296e-29, -1.1853933100099268e-20, -3.7711569170567247e-29]"
1,"[0.0012949088367917297, 2.2183242344740257e-12, 2.3697563764922806e-15, 4.1832878184100763e-14, -3.342366918723142e-29, -5.971680303484382e-20, 4.151696811802707e-28]"
1,"[0.0012809146626866718, 3.270802980251382e-13, 1.09154410361607e-15, 5.960661214157646e-14, 3.1075910644557054e-28, 1.5476819300046032e-20, -3.6687207758065145e-28]"
1,"[0.0012763052201367636, 1.2464785859535696e-13, 1.2944640415545403e-15, 3.8123569743981965e-14, -1.014805321691264e-28, -2.5588145594923186e-21, -2.478441449191584e-28]"
1,"[0.0012698394076731175, 4.777966511697472e-13, 1.1111608481681004e-15, 7.650627322954579e-14, 5.2411750614896e-29, 5.227393500761014e-20, 7.034478772972633e-28]"
1,"[0.001264527593901546, 1.579177333350283e-12, 9.97165874247817e-16, 2.4576577502444e-14, -9.809206239351902e-29, 2.047314464470268e-20, 7.197450692214824e-29]"
1,"[0.001257481169083106, 7.916139767119808e-13, 6.148677321151603e-16, 7.087266334450692e-16, 2.7017466560452526e-31, 5.896883192710465e-22, 3.8195764022272766e-31]"
1,"[0.0010173074581336242, 1.3653431056794305e-12, 8.137591451962624e-19, 9.359420228402083e-15, -3.1656610341948163e-31, -1.0154715964112127e-20, -7.529710806514115e-31]"
1,"[0.0012617611034645548, 3.035056056999835e-12, 6.157619269120235e-16, 5.261125687801431e-14, -7.190063066569635e-29, 8.447116564783888e-20, 2.906899536463352e-28]"
1,"[0.0012531482046806489, 2.655297510242932e-13, 6.472496257715879e-16, 2.528059959388467e-14, 4.750860477739876e-29, 9.519961230371123e-21, 9.055704299548385e-29]"
1,"[0.0012335868062537483, 7.963372338532746e-13, 4.330792624353042e-16, 1.2461900914315225e-13, 4.223636297908202e-28, 1.111000778614057e-19, 8.12253722110885e-28]"
1,"[0.0012401398452572222, 1.5822835409262976e-12, 5.906763514435987e-16, 6.040537387714047e-14, 3.137959947603064e-28, -1.680506026241408e-20, -1.7810581126505804e-28]"
1,"[0.0012400023655158826, 1.3577254552113672e-12, 1.2906571322690668e-15, 4.1261080868721135e-15, -6.315582588682439e-30, 4.806625631921138e-21, -7.125795371362542e-30]"
1,"[0.00123077018810548, 7.027510088032407e-13, 2.9465284222572696e-16, 2.99780229623349e-14, 1.6414542354367698e-29, -7.579615135715699e-21, 8.757121806684403e-29]"
1,"[0.0012391093649547695, 2.745775156393088e-12, 9.043106328788132e-16, 4.889881054395832e-14, -3.2294951713497536e-28, -7.475175468619238e-20, 3.790894978484867e-29]"
1,"[0.001230878295406149, 3.824903841839759e-13, 3.4256812090900793e-16, 8.047174557670587e-15, 1.3351355723431505e-29, 2.7740912028527994e-21, 5.072739700088882e-31]"
1,"[0.0012332005998620566, 9.683591445125448e-13, 5.249093786650831e-16, 8.674130493531191e-15, 1.4732692606301577e-29, -3.6905525766826794e-21, -1.1203923946933974e-29]"
1,"[0.0012314729114134436, 5.034832498062897e-13, 5.829552291247354e-16, 2.8029066479652982e-14, 7.796111475780906e-29, -9.775612822404528e-21, 8.221309215892293e-29]"
1,"[0.0010162478754440598, 1.156355821749532e-12, 8.569517661734098e-19, 5.507945154252654e-15, -3.7090756693603262e-31, 1.5081891642050246e-21, 7.497800750728981e-32]"
1,"[0.0012279175740265108, 1.4099849479139678e-13, 3.397323808211923e-17, 5.27935901870494e-14, -2.231315598758158e-29, 6.580169089377144e-21, -6.709018632980298e-29]"
1,"[0.0012196912033183706, 8.012437890463798e-13, 9.962423568752315e-17, 2.2427592491751033e-14, -3.3365451057120136e-29, 2.9852250529798306e-21, 3.257090093392317e-30]"
1,"[0.0012129576222897208, 7.079479943938368e-13, 3.5994212118284e-16, 4.237667712110368e-14, 3.7348075909238076e-29, -1.4344880991858513e-20, -1.6123419915908083e-28]"
1,"[0.0012109850404741287, 7.796506588804129e-13, 1.626244514194052e-17, 4.24039523928954e-14, 2.827805500768642e-29, 2.6893343818170606e-20, 2.0983411655423432e-29]"
1,"[0.001198393407451122, 1.8016113998035592e-12, 1.682950800933408e-16, 9.698563973251152e-14, 2.4871257302404695e-28, 1.201351663737267e-19, -3.027742125763195e-28]"
1,"[0.0012012088692068528, 5.199720061763948e-13, 3.108877232370082e-16, 5.490543325900349e-14, 1.0575084351005821e-28, 1.6811462634272743e-20, -2.0068472987012394e-28]"
1,"[0.001196103826596753, 1.9602606293445775e-12, 5.120890768178678e-17, 3.4109552304956515e-14, -3.125247290951437e-29, -4.129567892227017e-20, 3.248870984420969e-29]"
1,"[0.0012020940496147606, 2.9215101793178673e-12, 2.873549912488865e-16, 1.3768246129090067e-14, 9.826678970983224e-30, -1.9553073819207497e-20, -2.5562176894843164e-29]"
1,"[0.0012012222334140492, 2.47542816278612e-12, 6.263907023468566e-17, 4.232648215979104e-15, 4.4733475249423585e-31, 6.5339752033714285e-21, -2.133017289053745e-30]"
1,"[0.00119066942794499, 7.230241120603869e-13, 2.6292932302208533e-18, 4.143657614370532e-14, -2.115111586830996e-30, -8.99355681036241e-21, -1.3512604238946014e-29]"
1,"[0.0010152832838367834, 1.5435317825925085e-12, 6.858164812126367e-18, 1.2988086095596485e-15, -5.577549557605364e-32, -1.6081364216538395e-21, 1.0915628440928165e-31]"
1,"[0.0010176925032974078, 1.2784618594704038e-12, 3.2043062134841895e-18, 1.0730213134035774e-14, -1.9090042378353235e-30, -1.1007110533695243e-20, -5.60768901404477e-31]"
1,"[0.0011990017077202237, 2.0307744739394987e-12, 2.4444656384749673e-16, 3.630347132754367e-15, -3.397950520631055e-30, -5.146638715559856e-21, 3.868991463485852e-31]"
1,"[0.0010129647861300741, 9.876807686273294e-13, 2.2373711430400127e-17, 1.7626321360367234e-15, 6.952460380976228e-32, -9.662293386750557e-22, 3.4306103010359667e-31]"
1,"[0.0010123560257866346, 7.576641769811993e-13, 3.9748663027725857e-17, 3.3068767558313766e-15, -4.394396110814844e-31, -1.6128123597987503e-21, 1.1154771318568084e-30]"
1,"[0.0010131511378426656, 7.740009327195621e-13, 3.5330569603184286e-17, 2.305757961557926e-15, -8.27250764292341e-32, -8.60036873358768e-22, 6.528860222093698e-31]"
1,"[0.001013780891010193, 8.695394607112252e-13, 1.2569620661229066e-17, 1.9102759798767944e-15, 8.429599784864417e-32, -2.360204813426676e-22, 2.8375279890040087e-31]"
1,"[0.0010137149586356559, 8.117774059120832e-13, 9.627608224366854e-18, 2.5930172473467367e-15, 9.504385837018701e-32, -4.2269511451268036e-22, 3.985245258020331e-31]"
1,"[0.0010138969440042281, 1.1336802509403208e-12, 3.276218649876437e-17, 1.146101801035819e-15, 1.980843453018691e-31, -5.3492013746697e-23, 1.0042307898255266e-31]"
1,"[0.00101375981768862, 9.156509741343044e-13, 2.1566260698546812e-17, 6.152878007263544e-16, -6.143539692304409e-32, -5.855372684773789e-22, 3.534445984059154e-32]"
1,"[0.0010139241769114727, 1.0107702432057595e-12, 2.4869211742540382e-17, 2.4444076185051637e-16, -1.2493840683008943e-32, -2.1903155002963165e-22, 1.4392183455097675e-32]"
1,"[0.0010145367695526557, 9.730398070101414e-13, 4.255130930879732e-17, 4.3692541059707034e-15, -1.1484114678853347e-30, 3.7949815692759365e-21, -1.4934479455457192e-30]"
1,"[0.001015232280127538, 1.4193563567070357e-12, 8.223033890823032e-18, 1.0325736072186025e-15, -5.792848121945629e-32, -1.1293901867626695e-21, 7.548076369014873e-32]"
1,"[0.0010140154638495738, 8.065895089642893e-13, 1.1824266559281016e-17, 3.3157899378186617e-15, -3.5291886681824435e-31, 2.503117308381777e-21, -5.536296658351271e-31]"
1,"[0.001013993050643589, 9.46399926414346e-13, 1.0936899151321725e-17, 4.409138748366674e-15, 5.9420576884538785e-31, 3.954785195656385e-21, -7.644510827850179e-31]"
1,"[0.0010130020283853408, 8.570933857558375e-13, 2.4898044731008618e-17, 3.0346449902208276e-15, -7.526662207215126e-31, 2.2298320123716417e-21, -3.595841511971808e-31]"
1,"[0.001015653285976705, 5.470262121060225e-13, 2.5441701016196846e-17, 1.0326507427644838e-14, 3.492487425412483e-31, 7.264239847537538e-21, -5.281481912521782e-30]"
1,"[0.0010135369370520312, 4.92250299012534e-13, 4.4722706147186275e-17, 1.2428618153007786e-14, 4.618259902747985e-30, 7.94253490203117e-21, -8.033231453246853e-30]"
1,"[0.001013805232459625, 6.003117975607852e-13, 3.0509286866348015e-17, 2.3496057648549777e-15, -5.775061328241361e-31, 1.2670514338118241e-21, -2.494657093539723e-31]"
1,"[0.0010138578478102252, 6.491476767240287e-13, 3.972218532647591e-17, 1.262796600996497e-14, 3.122277900256667e-30, 9.559102997063882e-21, -8.380987277769054e-30]"
1,"[0.0010130903756553115, 5.389655085041106e-13, 4.8214903381681395e-17, 1.3766008913073492e-14, 6.2136840016808255e-30, 9.953585944564275e-21, -9.336399192442691e-30]"
1,"[0.0010114926229412224, 7.151991733282784e-13, 2.6145582761260255e-17, 4.880601559026821e-15, -1.457256318315695e-30, 2.771247702424174e-21, -9.570881330722714e-31]"
1,"[0.0010126992018832574, 8.316244765647486e-13, 2.3621461675719715e-17, 4.279220811644139e-15, -5.375126240174245e-31, 3.2291848110905632e-21, -1.2498225806605592e-30]"
1,"[0.0010147045025413093, 1.4781688250187875e-12, 1.5488307833623556e-17, 6.919734596171945e-16, -5.514126585682294e-32, -7.702168982590312e-22, 4.573041738432745e-32]"
1,"[0.0010155440516746669, 6.67505294865073e-13, 2.1563354081536396e-17, 7.210130407732046e-15, 1.3073153329482557e-30, -5.58082604339065e-21, -2.524564493397125e-30]"
1,"[0.0010126953112171231, 8.068106388554057e-13, 3.6305298286831457e-17, 5.5121414119291785e-15, 1.2025842501304966e-30, 4.951073716122836e-21, -2.152713607464424e-30]"
1,"[0.001012191499641821, 8.74342455344492e-13, 6.257922215147639e-17, 3.8071452990537854e-15, -7.4036026149480864e-31, 3.333936077660314e-21, -1.7044414410885467e-30]"
1,"[0.0010123601484560347, 7.099323377193827e-13, 6.60977293694614e-17, 4.1314123925126184e-15, -4.324268958846608e-31, 2.895269556165207e-21, -2.1151926743033113e-30]"
1,"[0.0010117419109850574, 6.213227110092552e-13, 4.923645166317456e-17, 4.216889461614962e-15, -1.692900285696809e-30, 2.434937343780931e-21, -9.089021507675111e-31]"
1,"[0.0010136324897814758, 1.0015285615834193e-12, 3.4566640068570176e-17, 3.2919992303558977e-15, -6.2227817082362215e-31, 2.934975497231947e-21, -9.197705713891159e-31]"
1,"[0.0010133540255844722, 8.129909835428523e-13, 2.679202926846813e-17, 2.8950982003233367e-15, -4.832504486991862e-31, 2.3697724408902127e-21, -6.454393607508776e-31]"
1,"[0.0010132029438128512, 1.2444718277622294e-12, 1.959335623771268e-17, 4.608130407428993e-15, -1.2710266070734544e-30, 4.2156610559977814e-21, -5.4932746155269144e-31]"
1,"[0.001013602265930252, 9.257831004380926e-13, 3.6872852820501e-17, 5.151211559589355e-15, -2.150293441495318e-30, 3.947229731014446e-21, -6.452044277365535e-31]"
1,"[0.0010146367957548316, 9.386098962611474e-13, 3.971297092724624e-17, 4.117954049912081e-15, -1.3963825196934664e-30, 3.4625392911912594e-21, -9.073523250520335e-31]"
1,"[0.0010151925257540456, 1.2456150400435306e-12, 1.164585891263224e-17, 5.00294622447834e-16, 2.3821778293832893e-32, -4.760462956230695e-22, 2.9846777183204115e-32]"
1,"[0.001014954730114117, 1.0291359653791313e-12, 4.3128769294222785e-19, 2.995532037975633e-15, -6.955603303697198e-32, 2.5916776850530947e-21, -8.218743849376071e-32]"
1,"[0.0010142837496262497, 1.5668672936806927e-12, 1.3508122604189311e-17, 6.442507868300169e-15, -1.4400414239849191e-30, 7.528401394753223e-21, -1.240315097775387e-30]"
1,"[0.0010140093109547133, 9.879122358431508e-13, 1.5575681536051765e-17, 4.338844314619959e-15, -4.255718310564528e-31, 4.281113952622702e-21, -1.044571321087253e-30]"
1,"[0.001013256213299256, 9.582559501815757e-13, 1.7864573183898292e-17, 3.440764679879431e-15, -5.144828926118051e-31, 3.249251319897911e-21, -6.8045281951465155e-31]"
1,"[0.0010126566884002758, 1.1749813089009449e-12, 2.506731732123741e-17, 5.708562491823205e-15, -9.890695707760476e-31, 6.163823130124734e-21, -1.919631568224149e-30]"
1,"[0.0010122466887687212, 1.1115622732829706e-12, 6.084741461677277e-17, 4.62712529886693e-15, -2.1102255892573175e-30, 4.202720754667878e-21, -1.254984052176729e-30]"
1,"[0.0010124637892639462, 1.2685365006896808e-12, 5.245580801770161e-17, 5.2757394118460285e-15, -2.539352007152801e-30, 5.549797720900898e-21, -1.1200009489323404e-30]"
